Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,TrainingTimesLastYear,PerformanceRating,Attrition
28,Male,Research & Development,Manufacturing Director,46460,3,3,2,No,6,5,1,0
53,Female,Human Resources,Sales Executive,39996,13,1,4,No,3,6,3,0
53,Female,Sales,Research Scientist,88454,1,1,3,Yes,32,2,1,1
53,Male,Research & Development,Healthcare Representative,99920,11,3,1,No,34,1,4,0
44,Male,Research & Development,Human Resources,117051,15,2,4,No,23,0,1,0
41,Female,Research & Development,Manager,74484,20,2,3,No,10,1,3,0
45,Male,Human Resources,Manufacturing Director,141814,16,1,2,No,35,4,2,0
35,Male,Research & Development,Human Resources,65432,24,1,3,Yes,18,5,3,0
46,Female,Research & Development,Sales Representative,36140,13,2,1,Yes,12,4,3,0
51,Female,Research & Development,Sales Representative,19929,11,2,1,No,15,6,2,0
50,Female,Research & Development,Manager,32212,6,4,2,No,12,4,2,0
43,Female,Research & Development,Sales Representative,75091,16,4,4,Yes,12,6,3,0
20,Female,Sales,Healthcare Representative,70747,20,2,2,No,13,1,3,0
48,Female,Research & Development,Manager,130320,8,2,2,No,27,2,3,0
33,Male,Human Resources,Manager,31957,1,2,4,No,1,5,2,0
49,Female,Research & Development,Sales Representative,50414,0,3,4,No,15,4,2,0
40,Female,Research & Development,Human Resources,147357,15,2,2,No,7,3,1,0
55,Female,Research & Development,Laboratory Technician,18856,16,4,1,No,26,6,4,0
32,Female,Research & Development,Sales Representative,72281,3,4,3,No,39,5,1,0
57,Male,Sales,Sales Executive,41761,0,2,3,No,31,2,2,0
53,Male,Research & Development,Healthcare Representative,87037,16,1,4,No,10,4,4,0
31,Male,Research & Development,Human Resources,146443,9,1,4,Yes,21,2,4,0
38,Male,Sales,Manager,45656,10,4,3,No,1,2,2,0
40,Male,Sales,Laboratory Technician,64999,6,2,1,Yes,17,5,2,1
50,Female,Research & Development,Manager,75632,17,2,1,No,11,4,2,0
46,Female,Research & Development,Manufacturing Director,122796,18,3,3,No,20,0,3,0
53,Male,Research & Development,Manufacturing Director,147933,1,4,3,No,16,4,1,0
33,Male,Sales,Laboratory Technician,28032,2,2,2,No,27,4,4,0
39,Female,Research & Development,Manager,80972,13,2,2,Yes,22,3,4,1
36,Female,Research & Development,Research Scientist,116600,15,4,3,No,37,2,2,0
56,Female,Research & Development,Manufacturing Director,16191,3,1,2,No,3,4,1,0
30,Male,Research & Development,Human Resources,123824,3,4,1,Yes,37,6,3,0
42,Male,Sales,Sales Representative,47741,17,3,4,Yes,31,0,3,0
23,Female,Human Resources,Manufacturing Director,84983,11,1,2,No,28,4,3,0
53,Male,Sales,Human Resources,147091,2,1,2,No,33,6,1,0
34,Male,Research & Development,Sales Executive,100743,15,3,1,No,2,2,3,0
32,Male,Sales,Human Resources,148524,1,4,2,Yes,9,2,1,0
42,Male,Research & Development,Manufacturing Director,96468,5,1,4,No,1,1,2,0
38,Male,Sales,Research Director,43416,17,3,1,No,32,1,3,0
53,Female,Human Resources,Human Resources,108503,5,4,1,No,14,2,4,0
40,Male,Research & Development,Manager,98060,1,3,1,No,15,5,3,0
39,Female,Research & Development,Manager,56946,23,3,1,Yes,24,1,1,1
22,Female,Sales,Sales Representative,25382,5,1,3,No,17,1,3,1
18,Male,Sales,Laboratory Technician,102508,12,3,2,Yes,25,6,1,0
34,Male,Research & Development,Research Scientist,92954,20,3,4,No,37,6,1,0
59,Female,Research & Development,Manufacturing Director,119439,24,1,2,Yes,13,1,1,0
56,Female,Research & Development,Healthcare Representative,31999,20,2,3,Yes,35,2,4,0
44,Male,Human Resources,Sales Representative,87730,8,4,1,No,21,2,2,0
44,Male,Research & Development,Laboratory Technician,125519,21,4,2,Yes,15,2,3,0
34,Female,Human Resources,Manager,135318,0,1,2,No,36,1,4,0
25,Male,Sales,Sales Executive,141842,8,3,1,No,20,0,4,0
18,Male,Research & Development,Sales Executive,43614,4,3,2,No,5,4,4,0
32,Male,Research & Development,Human Resources,38353,13,3,2,Yes,12,0,1,0
31,Male,Research & Development,Research Director,92761,22,3,2,No,33,4,2,0
26,Female,Human Resources,Research Director,77466,19,4,3,No,21,0,2,0
28,Male,Research & Development,Laboratory Technician,46634,24,2,4,Yes,22,1,4,0
19,Male,Human Resources,Healthcare Representative,28775,3,3,4,No,27,0,2,1
43,Female,Research & Development,Sales Representative,34390,18,3,1,No,8,2,1,0
56,Male,Sales,Laboratory Technician,60783,18,3,3,No,4,2,4,0
47,Male,Research & Development,Sales Representative,114831,11,4,4,No,18,2,2,0
36,Female,Research & Development,Sales Representative,23788,2,1,4,No,36,2,3,0
35,Male,Human Resources,Manufacturing Director,29201,2,4,2,No,5,6,2,0
30,Female,Research & Development,Manufacturing Director,50713,22,3,4,No,29,3,2,0
23,Male,Sales,Laboratory Technician,132955,7,4,4,Yes,39,5,1,0
43,Male,Sales,Research Director,148680,15,2,2,No,4,1,1,1
41,Male,Sales,Human Resources,74422,23,2,4,No,6,3,1,0
18,Female,Research & Development,Human Resources,21021,12,1,3,No,34,0,1,1
35,Male,Sales,Sales Representative,16611,5,4,4,No,5,1,2,0
29,Male,Research & Development,Manufacturing Director,130960,12,4,3,Yes,30,0,1,0
25,Female,Research & Development,Research Director,75044,5,2,4,No,32,0,1,0
47,Male,Research & Development,Laboratory Technician,25456,4,1,4,Yes,13,1,4,0
40,Female,Sales,Human Resources,127512,20,3,4,No,12,1,4,0
44,Male,Research & Development,Laboratory Technician,86414,8,3,2,No,21,2,2,0
47,Female,Sales,Manufacturing Director,62217,17,3,3,Yes,20,5,4,0
59,Male,Human Resources,Sales Executive,76036,18,1,3,No,34,1,1,0
51,Female,Sales,Sales Executive,45384,13,4,4,No,24,4,1,0
44,Male,Sales,Manufacturing Director,140759,13,2,2,No,38,2,2,0
54,Female,Sales,Healthcare Representative,121348,4,3,2,No,10,2,2,0
38,Female,Research & Development,Sales Executive,41871,13,4,3,No,11,6,1,0
59,Male,Sales,Research Director,114211,18,3,4,No,10,3,4,0
49,Male,Research & Development,Research Scientist,39257,4,1,4,Yes,26,1,4,1
45,Male,Research & Development,Human Resources,76193,5,4,1,Yes,2,1,2,0
55,Female,Research & Development,Laboratory Technician,116076,17,3,4,Yes,34,1,2,0
39,Female,Sales,Manufacturing Director,19910,24,4,4,No,31,5,3,0
48,Female,Sales,Research Scientist,112972,9,3,1,No,39,4,4,0
29,Male,Research & Development,Research Director,45503,20,4,1,No,38,1,2,0
58,Female,Sales,Sales Representative,109389,4,4,1,No,3,3,3,0
44,Male,Research & Development,Sales Executive,82387,14,1,4,Yes,30,3,1,1
50,Female,Research & Development,Sales Executive,18527,23,1,4,No,20,0,3,0
37,Male,Research & Development,Manager,117854,11,1,3,No,29,6,4,0
54,Female,Sales,Research Director,50094,12,4,3,Yes,35,5,2,0
21,Female,Research & Development,Sales Executive,143563,3,1,2,No,23,3,3,0
22,Female,Sales,Research Scientist,128385,13,2,4,Yes,1,5,3,0
39,Male,Research & Development,Healthcare Representative,41032,14,4,1,No,34,0,3,0
48,Male,Sales,Sales Executive,96115,24,2,2,No,18,6,3,0
51,Female,Human Resources,Laboratory Technician,63874,5,1,1,Yes,18,4,4,0
36,Male,Research & Development,Sales Executive,96296,9,2,4,No,23,6,1,0
45,Male,Sales,Healthcare Representative,90195,16,1,3,No,36,6,4,0
41,Female,Sales,Sales Representative,54948,23,2,3,Yes,21,4,4,1
58,Female,Research & Development,Manufacturing Director,102939,5,3,4,No,9,2,4,0
45,Female,Sales,Laboratory Technician,50123,17,3,1,No,29,4,2,0
35,Female,Sales,Manufacturing Director,137491,21,3,4,Yes,25,3,3,0
58,Male,Human Resources,Healthcare Representative,142784,15,1,1,No,3,2,2,0
22,Male,Research & Development,Research Scientist,37397,10,4,4,No,21,4,4,0
59,Female,Sales,Research Scientist,113246,5,2,3,Yes,31,6,2,1
24,Male,Research & Development,Research Scientist,140465,7,2,4,No,35,1,2,0
30,Male,Sales,Human Resources,32126,1,3,1,No,12,3,3,0
52,Male,Human Resources,Sales Representative,114850,3,1,4,No,21,5,1,0
48,Female,Sales,Research Scientist,141590,10,2,4,Yes,33,2,2,1
58,Female,Research & Development,Laboratory Technician,45388,3,2,1,Yes,23,2,1,1
49,Male,Research & Development,Manufacturing Director,93619,0,1,3,No,17,0,2,0
44,Male,Sales,Research Scientist,122709,17,4,4,No,8,2,2,0
32,Male,Sales,Research Director,60003,1,2,2,Yes,2,4,1,1
18,Female,Research & Development,Human Resources,47105,3,1,2,No,27,6,4,0
23,Male,Human Resources,Laboratory Technician,68613,14,2,2,No,38,3,2,0
30,Female,Research & Development,Sales Executive,60277,23,4,3,No,24,2,2,0
19,Male,Research & Development,Laboratory Technician,112929,18,3,4,No,31,5,1,0
39,Male,Research & Development,Manager,65075,0,3,3,No,27,1,4,0
50,Male,Research & Development,Research Director,65796,4,4,3,No,14,1,4,0
58,Female,Research & Development,Manufacturing Director,142508,18,1,4,No,21,3,2,0
38,Male,Research & Development,Laboratory Technician,93130,18,3,4,No,11,5,2,0
54,Male,Research & Development,Laboratory Technician,140463,9,2,2,No,9,1,2,0
59,Male,Sales,Sales Executive,110917,23,3,4,No,23,0,4,0
54,Male,Human Resources,Sales Executive,134502,22,4,2,No,26,5,1,0
37,Male,Sales,Manufacturing Director,41375,18,1,3,No,39,4,3,0
31,Female,Sales,Manager,141654,18,1,2,No,10,4,4,0
59,Male,Research & Development,Sales Executive,142472,19,4,4,No,12,2,4,0
28,Male,Research & Development,Research Scientist,20503,3,2,3,Yes,7,0,4,0
35,Male,Sales,Human Resources,63083,17,2,3,Yes,37,2,4,1
21,Female,Sales,Human Resources,70794,23,1,2,No,31,3,1,0
51,Male,Research & Development,Manager,71615,5,2,3,No,13,3,1,0
45,Male,Research & Development,Healthcare Representative,120084,0,1,4,No,38,6,1,0
21,Male,Sales,Manager,109299,9,1,2,No,28,1,3,0
27,Male,Sales,Manufacturing Director,43739,6,1,4,Yes,19,2,2,0
41,Male,Research & Development,Research Scientist,97185,23,1,2,No,15,1,1,0
40,Female,Human Resources,Manufacturing Director,146574,11,4,1,Yes,23,3,3,1
51,Male,Sales,Sales Representative,74416,16,4,3,No,4,5,1,0
29,Male,Human Resources,Manager,140308,24,4,3,No,7,6,2,0
56,Male,Human Resources,Sales Representative,102715,19,1,2,No,37,1,2,1
36,Male,Sales,Manager,139869,18,2,3,No,9,3,4,0
52,Female,Research & Development,Sales Executive,136881,24,2,3,Yes,7,5,3,0
28,Female,Research & Development,Manager,17251,17,3,4,Yes,34,0,3,1
19,Female,Research & Development,Research Director,123038,5,1,4,No,37,4,4,0
20,Male,Research & Development,Manager,40527,18,1,4,Yes,32,0,1,1
33,Female,Research & Development,Manager,126274,8,4,2,No,5,0,2,0
58,Male,Research & Development,Laboratory Technician,124082,8,2,1,Yes,33,0,4,1
20,Female,Research & Development,Research Director,49885,16,4,1,No,11,6,3,0
33,Female,Human Resources,Healthcare Representative,23939,7,1,3,Yes,1,4,1,1
22,Female,Research & Development,Laboratory Technician,71619,0,4,3,No,36,5,1,0
57,Female,Research & Development,Healthcare Representative,55901,24,3,3,No,11,4,1,0
46,Male,Human Resources,Research Scientist,89765,14,4,1,Yes,26,5,1,0
50,Male,Sales,Human Resources,26072,16,3,3,No,3,3,3,0
47,Female,Sales,Sales Representative,20965,20,4,4,Yes,8,5,1,0
45,Male,Research & Development,Laboratory Technician,74014,15,2,3,No,35,0,4,0
50,Female,Human Resources,Research Director,118921,15,2,3,Yes,24,4,3,1
18,Female,Sales,Sales Executive,57521,19,1,1,No,39,5,4,1
54,Female,Research & Development,Manufacturing Director,58667,7,1,2,Yes,8,6,2,0
49,Male,Sales,Manager,37142,20,4,3,No,35,2,4,0
49,Female,Research & Development,Sales Executive,53150,18,2,3,No,35,1,2,0
34,Male,Research & Development,Sales Representative,55334,4,1,3,No,37,5,3,0
51,Male,Sales,Research Director,50004,3,2,3,No,2,0,1,0
34,Male,Human Resources,Manager,61396,21,2,3,Yes,5,5,4,0
20,Female,Sales,Research Scientist,53256,22,3,2,No,21,4,3,0
56,Female,Human Resources,Sales Representative,106910,24,1,3,No,5,4,1,0
27,Female,Sales,Manufacturing Director,60632,2,1,2,No,3,2,4,1
22,Female,Human Resources,Sales Representative,116892,22,3,2,No,32,0,4,0
44,Male,Research & Development,Manager,96651,21,1,2,No,28,4,1,0
27,Male,Sales,Sales Executive,101465,19,2,3,No,33,2,4,0
54,Female,Sales,Sales Executive,93781,12,3,4,No,37,2,3,0
36,Male,Sales,Sales Executive,139586,12,3,3,No,6,1,2,0
18,Male,Research & Development,Sales Executive,49521,10,1,1,No,33,2,3,0
57,Female,Research & Development,Laboratory Technician,147622,0,3,3,No,2,5,4,0
39,Female,Research & Development,Sales Executive,42867,12,1,2,No,15,6,2,1
29,Male,Research & Development,Human Resources,33660,5,1,1,No,12,2,3,0
46,Female,Research & Development,Human Resources,126558,5,1,1,Yes,10,0,1,1
40,Male,Research & Development,Research Scientist,135954,1,3,4,No,29,0,4,0
19,Male,Research & Development,Laboratory Technician,27517,11,3,2,No,5,1,4,0
49,Male,Research & Development,Sales Representative,95971,1,3,1,Yes,32,0,1,0
34,Female,Research & Development,Manager,84231,21,1,1,No,35,4,2,0
47,Male,Human Resources,Manager,44715,22,2,3,Yes,26,4,1,0
55,Male,Research & Development,Human Resources,85275,20,1,4,Yes,4,5,2,0
43,Female,Sales,Manager,107580,7,2,2,No,24,2,2,0
46,Female,Sales,Sales Representative,92508,4,1,1,No,25,5,4,0
28,Female,Research & Development,Healthcare Representative,85167,12,3,2,No,15,1,3,0
27,Female,Research & Development,Healthcare Representative,134562,16,4,3,Yes,15,1,4,0
35,Female,Human Resources,Laboratory Technician,45446,0,4,1,No,19,6,4,0
53,Female,Research & Development,Healthcare Representative,99228,21,1,2,Yes,39,6,3,0
40,Female,Research & Development,Human Resources,57736,10,1,1,No,1,4,1,1
32,Female,Research & Development,Manufacturing Director,146440,20,1,2,Yes,20,4,4,0
50,Male,Sales,Research Scientist,48958,1,4,1,No,13,4,4,0
53,Male,Research & Development,Manager,132632,10,4,1,Yes,22,5,1,0
55,Female,Sales,Research Director,100337,11,1,1,Yes,1,1,1,1
30,Male,Research & Development,Human Resources,43989,1,4,3,No,36,0,4,0
47,Female,Human Resources,Healthcare Representative,117423,17,3,2,No,18,1,2,0
42,Male,Research & Development,Research Director,47559,23,1,4,No,38,2,2,1
36,Female,Human Resources,Laboratory Technician,50412,13,2,2,No,7,1,2,0
34,Male,Research & Development,Manufacturing Director,61544,9,2,1,No,23,3,4,0
22,Female,Research & Development,Manufacturing Director,107034,15,4,1,Yes,27,0,2,0
29,Male,Research & Development,Laboratory Technician,67854,9,1,4,No,32,4,2,0
41,Male,Research & Development,Sales Representative,91833,8,1,3,No,1,4,2,0
55,Male,Sales,Research Director,89654,18,3,2,No,25,0,1,0
54,Female,Sales,Laboratory Technician,41544,14,2,3,No,6,2,1,0
25,Male,Research & Development,Research Scientist,46389,6,2,3,No,17,3,2,0
46,Female,Sales,Research Director,56420,10,4,1,No,3,0,1,0
21,Male,Research & Development,Research Director,45016,20,4,3,Yes,3,4,4,0
46,Male,Research & Development,Human Resources,139029,13,3,1,No,30,5,2,0
32,Female,Human Resources,Laboratory Technician,66487,1,4,1,No,28,2,3,0
36,Male,Sales,Sales Representative,69658,21,4,3,No,35,0,2,0
48,Male,Human Resources,Sales Representative,105723,18,3,2,No,28,3,4,0
35,Female,Sales,Research Director,121390,6,4,1,No,24,6,2,0
51,Female,Research & Development,Research Director,107896,24,1,1,Yes,5,2,1,1
40,Female,Research & Development,Human Resources,89408,23,1,3,No,30,5,2,0
59,Male,Sales,Healthcare Representative,146775,24,4,3,No,9,6,1,0
44,Female,Sales,Sales Executive,136478,9,1,1,No,5,1,3,0
30,Male,Sales,Research Scientist,42326,23,3,2,No,29,4,3,0
50,Female,Research & Development,Research Director,36604,20,2,2,No,23,0,2,0
35,Female,Research & Development,Research Director,68035,21,4,4,Yes,6,3,2,0
40,Male,Sales,Sales Executive,127775,13,3,4,Yes,22,6,3,0
23,Male,Sales,Manufacturing Director,145231,6,1,2,No,27,6,3,1
23,Male,Research & Development,Laboratory Technician,109854,5,2,3,No,20,1,4,0
42,Male,Sales,Laboratory Technician,108151,24,3,4,No,29,4,4,0
25,Male,Research & Development,Manager,46549,12,4,2,Yes,20,0,1,0
59,Female,Human Resources,Healthcare Representative,94957,23,4,1,Yes,14,1,3,0
53,Male,Research & Development,Healthcare Representative,39883,13,4,2,Yes,9,5,1,0
47,Male,Human Resources,Manufacturing Director,87852,13,4,3,No,11,4,2,0
48,Female,Research & Development,Manager,41156,1,4,4,Yes,32,2,3,0
42,Male,Research & Development,Sales Representative,25193,10,3,2,Yes,15,6,3,1
20,Female,Sales,Sales Executive,145584,13,2,1,No,28,5,4,0
34,Female,Sales,Research Scientist,135605,2,3,1,No,15,0,4,1
38,Female,Research & Development,Manufacturing Director,107518,4,4,2,No,21,0,4,0
56,Male,Sales,Manufacturing Director,99443,14,2,1,Yes,24,4,3,0
27,Male,Human Resources,Human Resources,47399,6,4,1,No,19,6,3,0
38,Female,Research & Development,Human Resources,92175,17,3,3,No,30,1,4,0
32,Female,Human Resources,Manager,115991,11,1,4,No,37,3,1,0
23,Male,Research & Development,Sales Executive,87832,10,4,1,Yes,34,5,2,0
22,Female,Research & Development,Sales Executive,53061,2,4,3,Yes,36,6,2,0
33,Female,Research & Development,Healthcare Representative,67908,10,3,3,No,2,4,3,0
21,Male,Sales,Manager,128530,13,1,3,Yes,30,6,2,1
20,Female,Research & Development,Manager,49379,14,1,4,No,29,6,1,0
32,Male,Research & Development,Research Scientist,144789,6,4,4,No,17,5,4,0
26,Female,Human Resources,Research Director,116968,0,1,2,Yes,13,4,3,1
41,Female,Research & Development,Healthcare Representative,135182,23,2,4,Yes,3,6,3,0
18,Female,Sales,Manager,83791,23,3,1,Yes,33,0,4,1
30,Male,Research & Development,Sales Executive,45204,22,1,4,No,33,0,4,0
37,Male,Research & Development,Research Director,19581,7,4,1,Yes,3,3,4,0
58,Female,Sales,Healthcare Representative,87214,15,3,1,No,23,4,2,0
44,Female,Research & Development,Laboratory Technician,68877,3,1,1,Yes,22,6,1,1
54,Female,Sales,Laboratory Technician,30346,22,2,1,No,7,4,2,0
32,Male,Sales,Manufacturing Director,140361,0,2,2,No,22,1,4,0
36,Male,Research & Development,Sales Executive,145985,11,1,3,No,32,6,4,0
35,Female,Sales,Human Resources,65475,21,4,3,No,13,0,1,0
55,Male,Research & Development,Research Director,105186,18,2,1,No,29,0,4,0
58,Female,Sales,Research Director,70786,21,3,2,No,38,5,2,1
58,Male,Research & Development,Manufacturing Director,82069,12,3,1,No,18,6,4,0
49,Male,Sales,Manager,99234,2,1,1,No,5,3,3,0
39,Male,Human Resources,Healthcare Representative,71218,0,3,3,Yes,12,0,1,0
40,Female,Sales,Healthcare Representative,123226,3,2,3,No,6,0,2,0
59,Female,Research & Development,Manager,40561,1,1,1,Yes,14,6,1,1
29,Male,Research & Development,Healthcare Representative,105242,11,2,2,No,26,1,2,0
32,Male,Sales,Sales Representative,147722,1,3,4,Yes,8,4,4,0
55,Female,Research & Development,Sales Executive,129757,4,1,3,Yes,21,2,3,1
34,Male,Research & Development,Research Scientist,21172,10,4,1,No,39,1,3,0
27,Female,Human Resources,Human Resources,30386,18,3,4,No,11,4,3,0
41,Male,Research & Development,Research Director,99879,16,2,1,No,35,5,1,0
31,Male,Sales,Research Director,139819,1,3,2,No,12,3,3,0
55,Male,Research & Development,Manufacturing Director,128943,22,2,3,No,24,3,2,0
56,Female,Research & Development,Healthcare Representative,137029,13,3,3,No,7,3,3,0
30,Male,Sales,Sales Executive,35212,8,1,1,No,11,4,1,0
40,Female,Research & Development,Laboratory Technician,85085,9,3,4,No,34,5,3,0
59,Male,Research & Development,Sales Representative,112994,21,1,1,Yes,23,4,3,1
49,Male,Research & Development,Manufacturing Director,99340,11,1,3,No,23,1,2,0
27,Female,Research & Development,Healthcare Representative,119898,6,2,2,No,20,1,1,0
42,Female,Research & Development,Research Scientist,43729,10,1,4,No,10,4,1,0
